0.3,-0.056448
0.71612,0.055883
0.80414,-0.054949
0.52468,0.053657
0.97145,-0.052023
0.050057,0.050066
0.22505,-0.047809
0.59417,0.045279
0.93248,-0.042506
0.18924,0.039521
0.60408,-0.03636
0.84388,0.033059
0.51777,-0.029655
0.8893,0.026186
0.38847,-0.022691
0.85138,0.019206
0.48488,-0.01577
0.90364,0.012418
0.33292,-0.0091824
0.80821,0.0060962
0.57657,-0.0031877
0.89541,0.00048275
0.34505,0.0019963
0.83371,-0.0042304
0.50575,0.0062045
0.9261,-0.0079074
0.24397,0.0093317
0.68823,-0.010474
0.7788,0.011335
0.64543,-0.01192
0.83025,0.012236
0.53097,-0.012295
0.90403,0.012112
0.33136,-0.011704
0.80343,0.011092
0.59213,-0.010298
0.87844,0.0093465
0.40236,-0.008263
0.87681,0.0070738
0.40453,-0.0058061
0.88052,0.0044869
0.39171,-0.0031428
0.87343,0.0017998
0.40864,-0.00048258
0.88886,-0.0007855
0.36273,0.0019831
0.85246,-0.0030908
0.45971,0.0040918
0.91781,-0.0049718
0.27267,NaN
