0.52,0.010292
0.92883,0.0033305
0.24659,0.00082955
0.68455,4.2594e-06
0.79464,0.00054548
0.60106,0.00076334
0.8831,0.0002571
0.38012,7.5465e-06
0.86714,0.00030727
0.42428,0.00042558
0.89936,0.00013417
0.3332,1.0854e-05
0.81765,0.00022469
0.54893,0.00029054
0.91157,8.1102e-05
0.29674,1.4104e-05
0.76796,0.00018226
0.65595,0.00021686
0.83073,5.1996e-05
0.51753,1.7268e-05
0.91897,0.000156
0.27419,0.00016987
0.73251,3.4027e-05
0.72112,2.0322e-05
0.74014,0.00013776
0.70788,0.00013693
0.76106,2.2191e-05
0.6692,2.3243e-05
0.81468,0.00012406
0.55573,NaN
