0.52,0.0063764
0.92494,0.0028957
0.25836,0.0017243
0.70686,0.00057031
0.76304,1.8967e-05
0.66536,0.00015063
0.81955,0.00049009
0.54474,0.0005513
0.91324,0.0002913
0.29187,3.3945e-05
0.76063,3.8062e-05
0.67008,0.00022497
0.8138,0.00032691
0.55799,0.00022131
0.90792,4.7843e-05
0.30771,7.9973e-06
0.78394,0.00012094
0.6234,0.00022378
0.86416,0.00018575
0.43215,5.9981e-05
0.90309,2.2386e-07
0.32208,6.6142e-05
0.80354,0.00016046
0.58111,0.00016077
0.89588,6.9897e-05
0.34332,1.843e-06
0.82966,3.4074e-05
0.52008,0.00011585
0.91868,0.00013977
0.27506,NaN
