0.54,0.004597
0.9187,0.0023602
0.27721,0.0018091
0.73912,0.0010335
0.71059,0.00034111
0.75715,1.5319e-05
0.67667,7.9386e-05
0.80521,0.00031819
0.57748,0.00046613
0.89839,0.0003998
0.33635,0.00019521
0.82158,2.7883e-05
0.53946,1.5173e-05
0.91428,0.0001308
0.28854,0.00024784
0.75567,0.00025759
0.67968,0.00015743
0.80132,3.9498e-05
0.58587,1.2413e-06
0.89287,6.1658e-05
0.35208,0.00015324
0.8396,0.00018868
0.49576,0.00013809
0.92002,4.964e-05
0.27084,7.2704e-07
0.72679,2.8022e-05
0.73065,9.8637e-05
0.72424,0.00014431
0.73514,0.00012398
0.71662,NaN
