0.5,0.010292
0.93024,0.0033305
0.24212,0.00082955
0.67613,4.2594e-06
0.8059,0.00054548
0.57619,0.00076334
0.89934,0.0002571
0.33328,7.5465e-06
0.8178,0.00030727
0.5486,0.00042558
0.91172,0.00013417
0.29636,1.0854e-05
0.76751,0.00022469
0.65673,0.00029054
0.82976,8.1102e-05
0.51997,1.4104e-05
0.91846,0.00018226
0.27578,0.00021686
0.73485,5.1996e-05
0.71716,1.7268e-05
0.74644,0.000156
0.69658,0.00016987
0.77767,3.4027e-05
0.63655,2.0322e-05
0.85122,0.00013776
0.46603,0.00013693
0.9162,2.2191e-05
0.28262,2.3243e-05
0.74645,0.00012406
0.6968,0.00011234
0.77743,1.4131e-05
0.63698,2.6012e-05
0.85111,0.00011313
0.46643,9.3147e-05
0.91588,8.5836e-06
0.28356,2.8613e-05
0.74755,0.00010399
0.69465,7.7683e-05
0.78079,4.8067e-06
0.63002,3.1028e-05
0.85778,9.6073e-05
0.44918,6.4926e-05
0.91058,2.3325e-06
0.29964,3.3243e-05
0.77254,8.9016e-05
0.64692,5.4224e-05
0.84068,8.4771e-07
0.49289,3.5245e-05
0.91976,8.2583e-05
0.27164,NaN
