0.65,-0.14347
0.69379,-0.099957
0.68192,-0.045031
0.75309,0.0029187
0.68727,0.030272
0.82107,0.033205
0.57388,0.018036
0.91824,-0.0029137
0.27333,-0.017637
0.71326,-0.019787
0.73299,-0.010635
0.70971,0.0029054
0.7611,0.012736
0.68172,0.013988
0.81243,0.0071543
0.56794,-0.0028939
0.90026,-0.010108
0.32033,-0.01073
0.79041,-0.00512
0.60466,0.002879
0.88245,0.008453
0.39,0.0086259
0.88447,0.0037788
0.37987,-0.002861
0.86374,-0.0073036
0.42586,-0.0071446
0.8924,-0.0028241
0.3505,0.0028397
0.84064,0.0064497
0.49936,0.0060372
0.92626,0.0021073
0.25347,-0.0028153
0.6935,-0.0057835
0.77645,-0.0051722
0.63359,-0.001548
0.8527,0.0027877
0.46497,0.0052438
0.92104,0.0044735
0.27209,0.0010987
0.72983,-0.0027571
0.72304,-0.0047933
0.73228,-0.0038941
0.71766,-0.00072962
0.74495,0.0027236
0.70186,0.0044079
0.77455,0.0034034
0.6462,0.00042106
0.84178,-0.0026871
0.48755,-0.0040717
0.91517,NaN
