0.54,0.012272
0.92637,0.0031613
0.25417,0.0003321
0.69793,0.00024478
0.77605,0.00091006
0.6405,0.00045936
0.84778,1.8239e-07
0.47489,0.00034995
0.91802,0.00045887
0.27743,7.3844e-05
0.73771,8.2094e-05
0.71217,0.00034366
0.75465,0.00019037
0.68153,3.4258e-07
0.79877,0.00018199
0.59173,0.00024539
0.88926,3.8865e-05
0.36244,5.1903e-05
0.85036,0.00021283
0.46844,0.0001175
0.91651,5.0345e-07
0.28161,0.00012492
0.74461,0.00016645
0.69995,2.5061e-05
0.77285,3.923e-05
0.64606,0.0001546
0.84171,8.3553e-05
0.49038,6.6425e-07
0.91969,9.6153e-05
0.27191,NaN
