0.56,0.012272
0.91908,0.0031613
0.27688,0.0003321
0.73714,0.00024478
0.71334,0.00091006
0.7534,0.00045936
0.68412,1.8239e-07
0.7952,0.00034995
0.59968,0.00045887
0.88388,7.3844e-05
0.37779,8.2094e-05
0.86517,0.00034366
0.42964,0.00019037
0.902,3.4258e-07
0.32528,0.00018199
0.80782,0.00024539
0.57155,3.8865e-05
0.90127,5.1903e-05
0.32751,0.00021283
0.81066,0.0001175
0.56501,5.0345e-07
0.90447,0.00012492
0.31809,0.00016645
0.79837,2.5061e-05
0.59246,3.923e-05
0.88854,0.0001546
0.36464,8.3553e-05
0.85265,6.6425e-07
0.46233,9.6153e-05
0.91481,NaN
